Uniq ID,City,Sub City,Food Rate,Staff Rate,Environment Rate,Latitude,Longitude,Image,Description,Restaurant name,Most reviewed foods
83,Matale,Ambanganga Korale,3.5,2.5,3.4,7.5651,80.6742,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c7/53/curry-deserts.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Ambalama Kele,Thambili (King Coconut) Juice
84,Matale,Dambulla,3.5,3.8,4.1,7.8742,80.6511,https://assets.traveltriangle.com/blog/wp-content/uploads/2018/09/Rithu-Restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Rithu Restaurant,Crab Kottu Roti
85,Matale,Galewela,4.2,3.2,3.7,7.7565,80.5772,https://media-cdn.tripadvisor.com/media/photo-p/27/a9/1f/34/the-garlic-cafe-by-jana.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",The Garlic Cafe,Fish Ball Curry
86,Matale,Laggala-Pallegama,3.8,4,4.3,7.546,80.8222,https://media-cdn.tripadvisor.com/media/photo-s/0f/65/f7/b9/photo1jpg.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Friendo,Mutton Kottu Roti
87,Matale,Matale,4,3.9,4,7.4675,80.6234,https://media-cdn.tripadvisor.com/media/photo-s/1a/b6/3d/9b/happy-travelers-discover.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Spice Haven,Pepper Pork Curry
88,Matale,Naula,4.5,4.1,4.4,7.7071,80.6521,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c6/f3/buffet-sri-lankan-lunch.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Naula Delights,Ceylon Cinnamon Tea
89,Matale,Pallepola,3.6,2.9,3.1,7.623,80.6049,https://duqjpivknq39s.cloudfront.net/2019/01/800x750slfood.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hillside Bites,Breadfruit Curry
90,Matale,Rattota,3.9,3.5,3.6,7.5173,80.6715,https://media-cdn.tripadvisor.com/media/photo-s/0e/a5/07/a3/sangraha-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Rattota Spice Trail,Fish Tagine
91,Matale,Ukuwela,4.1,3.7,3.9,7.4235,80.6306,https://media-cdn.tripadvisor.com/media/photo-s/1a/6a/79/29/gedarawage.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Ukuwela Flavors,Nai Miris (Bird's Eye Chili) Sambol
92,Matale,Wilgamuwa,3.3,2.8,3.2,7.5199,80.9296,https://cf.bstatic.com/xdata/images/hotel/max1024x768/481969537.jpg?k=266db878a32d191dea27e01510c9be1e4f824f995fab6e37d37ace77a10ea8e8&o=&hp=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Wilderness Eats,Pork Kottu Roti
93,Matale,Yatawatta,4.2,3.5,3.8,7.5635,80.5877,https://oakrayisiwaraayurvedicvillage.com/mathale/images/gallery/oakray-isiwara-ayurvedic-matale-g18.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Yatawatta Tastes,Seer Fish Curry
94,Matale,Ambanganga Korale,3.5,2.5,3.4,7.5651,80.6742,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c7/53/curry-deserts.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Ambalama Kele,Ceylon Green Tea
95,Matale,Dambulla,3.5,3.8,4.1,7.8742,80.6511,https://assets.traveltriangle.com/blog/wp-content/uploads/2018/09/Rithu-Restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Rithu Restaurant,Gotukola Sambol
96,Matale,Galewela,4.2,3.2,3.7,7.7565,80.5772,https://media-cdn.tripadvisor.com/media/photo-p/27/a9/1f/34/the-garlic-cafe-by-jana.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",The Garlic Cafe,Chicken Tagine
97,Matale,Laggala-Pallegama,3.8,4,4.3,7.546,80.8222,https://media-cdn.tripadvisor.com/media/photo-s/0f/65/f7/b9/photo1jpg.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Friendo,Polos Curry
98,Matale,Matale,4,3.9,4,7.4675,80.6234,https://media-cdn.tripadvisor.com/media/photo-s/1a/b6/3d/9b/happy-travelers-discover.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Spice Haven,Dry Fish Curry
99,Matale,Naula,4.5,4.1,4.4,7.7071,80.6521,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c6/f3/buffet-sri-lankan-lunch.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Naula Delights,Beeralu Lace 
100,Matale,Pallepola,3.6,2.9,3.1,7.623,80.6049,https://duqjpivknq39s.cloudfront.net/2019/01/800x750slfood.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hillside Bites,Fruit Salad
101,Matale,Rattota,3.9,3.5,3.6,7.5173,80.6715,https://media-cdn.tripadvisor.com/media/photo-s/0e/a5/07/a3/sangraha-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Rattota Spice Trail,Rice and Curry
102,Matale,Ukuwela,4.1,3.7,3.9,7.4235,80.6306,https://media-cdn.tripadvisor.com/media/photo-s/1a/6a/79/29/gedarawage.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Ukuwela Flavors,Hoppers (Appa)
103,Matale,Wilgamuwa,3.3,2.8,3.2,7.5199,80.9296,https://cf.bstatic.com/xdata/images/hotel/max1024x768/481969537.jpg?k=266db878a32d191dea27e01510c9be1e4f824f995fab6e37d37ace77a10ea8e8&o=&hp=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Wilderness Eats,Kottu Roti
104,Matale,Yatawatta,4.2,3.5,3.8,7.5635,80.5877,https://oakrayisiwaraayurvedicvillage.com/mathale/images/gallery/oakray-isiwara-ayurvedic-matale-g18.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Yatawatta Tastes,String Hoppers (Idiyappam)
105,Nuwara Eliya,Ambagamuwa,4.2,3.6,4.1,6.8367,80.5719,https://media-cdn.tripadvisor.com/media/photo-s/12/25/eb/51/queenswood-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Amba Bliss Bistro,Pol Sambol
106,Nuwara Eliya,Hanguranketha,3.7,3.2,3.6,7.1773,80.776,https://www.topasiatour.com/pic/sri-lanka/city/nuwara-eliya/guide/indian-summer-nuwara-eliya.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hangura Heights,Lamprais
107,Nuwara Eliya,Kothmale,4.1,3.7,4,7.0151,80.5944,https://media-cdn.tripadvisor.com/media/photo-s/10/fc/06/24/restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Devilled dishes
108,Nuwara Eliya,Nuwara Eliya,3.9,3.3,3.5,6.9497,80.7891,https://nerdnomads.com/wp-content/uploads/2017/03/High_tea_Grand_Hotel_Nuwara_Eliya2.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Misty Mornings Cafe,Biryani
109,Nuwara Eliya,Walapane,4.4,4,4.2,7.1022,80.8627,https://c8.alamy.com/comp/H60X8G/local-eatery-nuwara-eliya-sri-lanka-H60X8G.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Pittu
110,Nuwara Eliya,Ambagamuwa,4.2,3.6,4.1,6.8367,80.5719,https://media-cdn.tripadvisor.com/media/photo-s/12/25/eb/51/queenswood-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Amba Bliss Bistro,Watalappan
111,Nuwara Eliya,Hanguranketha,3.7,3.2,3.6,7.1773,80.776,https://www.topasiatour.com/pic/sri-lanka/city/nuwara-eliya/guide/indian-summer-nuwara-eliya.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hangura Heights,Parippu (Dal Curry)
112,Nuwara Eliya,Kothmale,4.1,3.7,4,7.0151,80.5944,https://media-cdn.tripadvisor.com/media/photo-s/10/fc/06/24/restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Gotu Kola Sambol
113,Nuwara Eliya,Nuwara Eliya,3.9,3.3,3.5,6.9497,80.7891,https://nerdnomads.com/wp-content/uploads/2017/03/High_tea_Grand_Hotel_Nuwara_Eliya2.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Misty Mornings Cafe,Chicken Curry
114,Nuwara Eliya,Walapane,4.4,4,4.2,7.1022,80.8627,https://c8.alamy.com/comp/H60X8G/local-eatery-nuwara-eliya-sri-lanka-H60X8G.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Fish Ambul Thiyal
115,Nuwara Eliya,Ambagamuwa,4.2,3.6,4.1,6.8367,80.5719,https://media-cdn.tripadvisor.com/media/photo-s/12/25/eb/51/queenswood-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Amba Bliss Bistro,Dhal Wadi
116,Nuwara Eliya,Hanguranketha,3.7,3.2,3.6,7.1773,80.776,https://www.topasiatour.com/pic/sri-lanka/city/nuwara-eliya/guide/indian-summer-nuwara-eliya.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hangura Heights,Egg Hoppers
117,Nuwara Eliya,Kothmale,4.1,3.7,4,7.0151,80.5944,https://media-cdn.tripadvisor.com/media/photo-s/10/fc/06/24/restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Fish Curry
118,Nuwara Eliya,Nuwara Eliya,3.9,3.3,3.5,6.9497,80.7891,https://nerdnomads.com/wp-content/uploads/2017/03/High_tea_Grand_Hotel_Nuwara_Eliya2.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Misty Mornings Cafe,Vegetable Roti
119,Nuwara Eliya,Walapane,4.4,4,4.2,7.1022,80.8627,https://c8.alamy.com/comp/H60X8G/local-eatery-nuwara-eliya-sri-lanka-H60X8G.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Cuttlefish Curry
120,Nuwara Eliya,Ambagamuwa,4.2,3.6,4.1,6.8367,80.5719,https://media-cdn.tripadvisor.com/media/photo-s/12/25/eb/51/queenswood-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Amba Bliss Bistro,Wood Apple (Diya Bathala) Juice
121,Nuwara Eliya,Hanguranketha,3.7,3.2,3.6,7.1773,80.776,https://www.topasiatour.com/pic/sri-lanka/city/nuwara-eliya/guide/indian-summer-nuwara-eliya.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hangura Heights,Jackfruit Curry
122,Nuwara Eliya,Kothmale,4.1,3.7,4,7.0151,80.5944,https://media-cdn.tripadvisor.com/media/photo-s/10/fc/06/24/restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Fried Rice
123,Nuwara Eliya,Nuwara Eliya,3.9,3.3,3.5,6.9497,80.7891,https://nerdnomads.com/wp-content/uploads/2017/03/High_tea_Grand_Hotel_Nuwara_Eliya2.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Misty Mornings Cafe,Egg Curry
124,Nuwara Eliya,Walapane,4.4,4,4.2,7.1022,80.8627,https://c8.alamy.com/comp/H60X8G/local-eatery-nuwara-eliya-sri-lanka-H60X8G.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Masala Vadai
125,Ampara,Addalachchenai,3.8,3.4,3.7,7.2507,81.8544,https://planeterra.org/wp-content/uploads/2020/07/72.png,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Addala Flavors,Ambul Polos Curry
126,Ampara,Akkaraipattu,4.3,3.8,4.2,7.2194,81.8498,https://windloft-retreat.kandyhotelsnow.com/data/Pics/OriginalPhoto/1743/174315/174315870/windloft-retreat-hotel-deltota-pic-20.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Sthree,Fried Fish
127,Ampara,Alayadiwembu,4.1,3.6,4,7.2023,81.8498,https://the-kandy-samadhicentre-hotel-digana.booked.net/data/Photos/OriginalPhoto/11851/1185106/1185106174/The-Kandy-Samadhicentre-Hotel-Narampanawa-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Windloft Retreat,Beef Curry
128,Ampara,Ampara,3.7,3.5,3.5,7.3018,81.6747,https://youimg1.tripcdn.com/target/ww0n1f000001gp024FA11.png,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Samadhi Restaurant ,Chicken Biryani
129,Ampara,Damana,3.5,2.5,3.4,20.3974,72.8328,https://lh3.googleusercontent.com/p/AF1QipPk4umkDKKATDjIe34frEsTm-0JxNVdUc5_h15u=s1600-h380,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Botanic Gardens Restaurant & Cafe,Fish Bun
130,Ampara,Dehiattakandiya,3.5,3.8,4.1,7.6713,81.0465,https://q-xx.bstatic.com/xdata/images/hotel/max1000/386328511.jpg?k=b0d93e195220f5bdcfc76903ea294b0e0839402abe5f9b097892c7cff172ad5c,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Edan Rest,Kiri Bath with Lunu Miris
131,Ampara,Eragama,4.2,3.2,3.7,7.2464,81.7158,https://www.yamu.lk/wp-content/uploads/2022/02/podium-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",The Brick House,Banana Leaf Rice
132,Ampara,Kalmunai Muslim,3.8,4,4.3,7.4123,81.8383,https://www.lankanames.lk/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-29-at-10.06.13-AM-1-768x1024.jpeg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Podium Restaurant & Bar,Vegetable Kottu Roti
133,Ampara,Kalmunai Tamil,4,3.9,4,7.4143,81.8306,https://i.travelapi.com/lodging/16000000/15450000/15440300/15440298/4d5a7108_z.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Yewon Restaurant & Bakers in Kundasale,Fish Cutlets
134,Ampara,Karaitivu,4.5,4.1,4.4,7.3771,81.8416,https://absolutesrilanka.asia/files/accommodation/246/gallery/5581c1e561fb.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Santani Wellness ,Cashew Curry
135,Ampara,Lahugala,3.6,2.9,3.1,6.8721,81.7226,https://media-cdn.tripadvisor.com/media/photo-s/16/0a/b4/dc/hotel-garcinia-leaf.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Palm Paradise,Prawn Curry
136,Ampara,Mahaoya,3.9,3.5,3.6,7.5312,81.3561,https://i.travelapi.com/lodging/45000000/44810000/44801400/44801386/030d0cdb_z.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Garcinia Leaf,Fish Rolls
137,Ampara,Navithanveli,4.1,3.7,3.9,7.4126,81.7769,https://plantation-retreat-holiday-home-wattegama.booked.net/data/Photos/OriginalPhoto/7807/780781/780781536/Plantation-Retreat-Hotel-Pathadumbara-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Okwin Resort,Kankun Mallung
138,Ampara,Ninthavur,3.3,2.8,3.2,7.3314,81.8334,https://q-xx.bstatic.com/xdata/images/hotel/840x460/85506741.jpg?k=940d2487b080ea2f539e6f7efb4e6572538c861cb4d31b1c8e604a51cf4450a6&o=,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Plantation Retreat Restaurant,Green Bean Curry
139,Ampara,Padiyathalawa,4.2,3.5,3.8,7.3925,81.2436,https://danisco-leisure-bunglow-kandy.booked.net/data/Photos/OriginalPhoto/12968/1296844/1296844714/Danisco-Leisure-Bunglow-Hotel-Kandy-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.", Dine N Rest,Mutton Curry
140,Ampara,Pothuvil,4.2,3.6,4.1,6.8753,81.8306,https://q-xx.bstatic.com/xdata/images/hotel/max1000/459903826.jpg?k=60cac6e6777543618da7b09081a673d0d02eaf2b140433a49f05fd6c235bfcf7,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Danisco Leisure,Prawn Vadai
